CCS,Molecular_Weight,LogP,H_Donors,H_Acceptors,Rotatable_Bonds,SMILES,TPSA
218.2,513.6970000000003,5.290700000000004,3.0,5.0,8.0,C[C@H](CCC(O)=NCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OS(=O)(=O)O)CC[C@]4(C)[C@H]3CC[C@]12C,133.48999999999998
200.6,449.63200000000035,4.434400000000004,4.0,4.0,6.0,C[C@H](CCC(O)=NCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,110.35000000000001
196.9,449.63200000000035,4.434400000000004,4.0,4.0,6.0,C[C@H](CCC(O)=NCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,110.35000000000001
203.8,449.63200000000035,4.434400000000004,4.0,4.0,6.0,C[C@H](CCC(O)=NCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,110.35000000000001
205.6,408.57900000000024,3.4487000000000028,4.0,4.0,4.0,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)[C@@H](O)[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,97.99000000000001
201.2,408.57900000000024,3.4487000000000028,4.0,4.0,4.0,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)[C@@H](O)[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,97.99000000000001
203.3,408.5790000000002,3.4487000000000028,4.0,4.0,4.0,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,97.99000000000001
211.5,456.64500000000027,5.3342000000000045,2.0,4.0,6.0,CC(CCC(=O)O)C1CCC2C3CCC4CC(OS(=O)(=O)O)CCC4(C)C3CCC12C,100.9
201.4,376.5810000000002,5.507100000000006,2.0,2.0,4.0,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,57.53
202.2,465.6310000000003,3.405200000000002,5.0,5.0,6.0,C[C@H](CCC(O)=NCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,130.58
199.7,465.6310000000003,3.405200000000002,5.0,5.0,6.0,C[C@H](CCC(O)=NCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,130.58
208.4,465.6310000000003,3.405200000000002,5.0,5.0,6.0,C[C@H](CCC(O)=NCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,130.58
202.5,465.6310000000003,3.405200000000002,5.0,5.0,6.0,C[C@H](CCC(O)=NCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,130.58
204.2,408.57900000000024,3.4487000000000028,4.0,4.0,4.0,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)[C@H](O)[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,97.99000000000001
205.9,472.6440000000003,4.305000000000002,3.0,5.0,6.0,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](OS(=O)(=O)O)CC[C@]4(C)[C@H]3CC[C@]12C,121.13000000000001
206.5,483.7150000000004,5.266800000000004,3.0,4.0,7.0,C[C@H](CCC(O)=NCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,107.19000000000001
213.3,483.7150000000004,5.266800000000004,3.0,4.0,7.0,C[C@H](CCC(O)=NCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,107.19000000000001
221.0,579.7780000000002,4.064700000000001,4.0,7.0,9.0,C[C@H](CCC(O)=NCCS(=O)(=O)O)[C@H]1CCC2C3C(CC[C@@]21C)[C@@]1(C)CC[C@@H](OS(=O)(=O)O)C[C@H]1C[C@H]3O,170.79
203.1,408.5790000000002,3.4487000000000028,4.0,4.0,4.0,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,97.99000000000001
197.7,408.5790000000002,3.4487000000000028,4.0,4.0,4.0,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,97.99000000000001
202.1,392.58000000000015,4.477900000000005,3.0,3.0,4.0,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,77.76
218.2,529.6960000000003,4.261500000000002,4.0,6.0,8.0,C[C@H](CCC(O)=NCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](OS(=O)(=O)O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,153.71999999999997
221.2,595.7770000000003,3.0355,5.0,8.0,9.0,C[C@H](CCC(O)=NCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](OS(=O)(=O)O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,191.01999999999998
205.6,393.70671244600027,7.38870000000001,1.0,1.0,7.0,[2H]C([2H])([2H])C([2H])(CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C)C([2H])([2H])[2H],20.23
239.2,393.70671244600027,7.38870000000001,1.0,1.0,7.0,[2H]C([2H])([2H])C([2H])(CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C)C([2H])([2H])[2H],20.23
183.9,300.398,3.826000000000004,1.0,3.0,1.0,COc1cc2c(cc1O)CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,46.53
173.4,300.398,3.826000000000004,1.0,3.0,1.0,COc1cc2c(cc1O)CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,46.53
200.4,300.398,3.826000000000004,1.0,3.0,1.0,COc1cc2c(cc1O)CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,46.53
189.3,332.4840000000001,3.487700000000003,2.0,3.0,2.0,C[C@]12CC[C@H]3[C@@H](CC=C4CC(O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO,57.53
209.3,332.4840000000001,3.487700000000003,2.0,3.0,2.0,C[C@]12CC[C@H]3[C@@H](CC=C4CC(O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO,57.53
187.8,346.4670000000001,2.810800000000002,2.0,4.0,2.0,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,74.6
211.4,346.4670000000001,2.810800000000002,2.0,4.0,2.0,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,74.6
186.8,346.46700000000016,2.6667000000000014,2.0,4.0,2.0,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO,74.6
187.0,346.46700000000016,2.6667000000000014,2.0,4.0,2.0,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO,74.6
209.0,346.46700000000016,2.6667000000000014,2.0,4.0,2.0,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO,74.6
212.2,346.46700000000016,2.6667000000000014,2.0,4.0,2.0,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO,74.6
192.1,362.4660000000002,1.7816000000000003,3.0,5.0,2.0,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,94.83
213.2,362.4660000000002,1.7816000000000003,3.0,5.0,2.0,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,94.83
188.9,362.4660000000002,1.7816000000000003,3.0,5.0,2.0,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,94.83
211.6,362.4660000000002,1.7816000000000003,3.0,5.0,2.0,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,94.83
187.7,360.45000000000016,1.8457000000000008,2.0,5.0,3.0,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@]2(C=O)[C@@H](C(=O)CO)CC[C@@H]12,91.67
194.8,360.45000000000016,1.8457000000000008,2.0,5.0,3.0,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@]2(C=O)[C@@H](C(=O)CO)CC[C@@H]12,91.67
202.8,360.45000000000016,1.8457000000000008,2.0,5.0,3.0,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@]2(C=O)[C@@H](C(=O)CO)CC[C@@H]12,91.67
191.4,360.45000000000016,1.989800000000001,2.0,5.0,2.0,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,91.67
188.4,360.45000000000016,1.989800000000001,2.0,5.0,2.0,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,91.67
213.5,360.45000000000016,1.989800000000001,2.0,5.0,2.0,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,91.67
202.0,368.5140000000001,1.4451000000000005,5.0,5.0,2.0,C[C@]12CC[C@@H](O)C[C@H]1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)[C@H](O)CO,101.15
203.3,368.5140000000001,1.4451000000000005,5.0,5.0,2.0,C[C@]12CC[C@@H](O)C[C@H]1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)[C@H](O)CO,101.15
176.1,316.48500000000007,4.515300000000004,1.0,2.0,1.0,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,37.3
214.8,316.48500000000007,4.515300000000004,1.0,2.0,1.0,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,37.3
189.2,332.4840000000001,3.630200000000003,2.0,3.0,1.0,CC(=O)[C@@]1(O)CCC2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,57.53
209.2,332.4840000000001,3.630200000000003,2.0,3.0,1.0,CC(=O)[C@@]1(O)CCC2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,57.53
196.5,404.5030000000002,2.352400000000001,2.0,6.0,3.0,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,100.90000000000002
198.7,404.5030000000002,2.352400000000001,2.0,6.0,3.0,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,100.90000000000002
207.0,404.5030000000002,2.352400000000001,2.0,6.0,3.0,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,100.90000000000002
202.9,404.5030000000002,2.352400000000001,2.0,6.0,3.0,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,100.90000000000002
197.1,372.5050000000002,4.266700000000004,0.0,4.0,3.0,CC(=O)OCC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,60.440000000000005
185.5,314.46900000000005,4.723500000000004,0.0,2.0,1.0,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,34.14
168.0,314.46900000000005,4.723500000000004,0.0,2.0,1.0,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,34.14
187.0,330.4680000000001,3.838400000000003,1.0,3.0,1.0,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,54.37
186.4,330.4680000000001,3.838400000000003,1.0,3.0,1.0,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,54.37
208.9,330.4680000000001,3.838400000000003,1.0,3.0,1.0,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,54.37
229.9,344.4990000000001,3.823700000000004,3.0,3.0,0.0,C[C@]12Cc3c(O)n[nH]c3C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,69.14
217.8,304.47400000000005,4.205100000000004,1.0,2.0,0.0,C[C@H]1CC(=O)C[C@@H]2CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@@H]3[C@]21C,37.3
220.0,304.47400000000005,4.205100000000004,1.0,2.0,0.0,C[C@H]1CC(=O)C[C@@H]2CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@@H]3[C@]21C,37.3
217.6,302.4580000000001,4.125200000000004,1.0,2.0,0.0,CC1=CC(=O)C[C@@H]2CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@@H]3[C@@]12C,37.3
212.2,316.485,4.515300000000004,1.0,2.0,0.0,C[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@]3(C)O)[C@H]12,37.3
231.0,328.5000000000001,4.118100000000004,2.0,2.0,0.0,C[C@]12Cc3c[nH]nc3C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,48.91
215.4,274.40399999999994,3.4891000000000028,1.0,2.0,0.0,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@H]43)[C@@H]1CC[C@@H]2O,37.3
218.6,304.47400000000005,4.205100000000004,1.0,2.0,0.0,C[C@@H]1C[C@@]2(C)[C@@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]32)CC1=O,37.3
217.5,286.415,3.655200000000003,1.0,2.0,0.0,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@@H]2O,37.3
196.2,370.51100000000025,3.786200000000002,1.0,4.0,2.0,C[C@]12CCC3C(CC[C@@H]4C[C@H](OS(=O)(=O)O)CC[C@]34C)C1CCC2=O,80.67000000000002
199.1,384.4940000000002,2.6771000000000007,2.0,5.0,2.0,C[C@]12CC[C@H](OS(=O)(=O)O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)[C@H](O)C[C@@H]12,100.90000000000002
193.0,368.49500000000006,3.7063000000000015,1.0,4.0,2.0,C[C@]12CCC(=O)C=C1CC[C@@H]1C2CC[C@@]2(C)C1CC[C@@H]2OS(=O)(=O)O,80.67
195.0,302.41400000000004,3.0582000000000016,1.0,3.0,0.0,C[C@@]12CC[C@H]3[C@@H](C(=O)C=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CCC2=O,54.37
206.2,396.54900000000026,4.342400000000003,1.0,4.0,3.0,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](OS(=O)(=O)O)CC[C@]4(C)[C@H]3CC[C@]12C,80.67
195.7,370.51100000000025,3.786200000000002,1.0,4.0,2.0,C[C@]12CC[C@@H](OS(=O)(=O)O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,80.67000000000002
196.9,440.5140000000003,1.3846999999999996,3.0,7.0,4.0,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COS(=O)(=O)O,138.2
189.3,274.40399999999994,3.4891000000000028,1.0,2.0,0.0,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@H]43)[C@@H]1CC[C@H]2O,37.3
197.3,290.447,3.9591000000000034,1.0,2.0,0.0,CC12CCC3C(CC[C@H]4CC(O)CCC34C)C1CC(=O)C2,37.3
200.7,302.458,4.269300000000004,1.0,2.0,0.0,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,37.3
200.6,302.458,4.269300000000004,1.0,2.0,0.0,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,37.3
196.4,368.49500000000023,3.7063000000000015,1.0,4.0,2.0,C[C@]12CC[C@H](OS(=O)(=O)O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,80.67000000000002
194.7,368.49500000000023,3.7063000000000015,1.0,4.0,2.0,C[C@]12CC[C@H](OS(=O)(=O)O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,80.67000000000002
188.5,304.43000000000006,3.138100000000002,1.0,3.0,0.0,C[C@]12CC[C@@H](O)C[C@H]1CC[C@@H]1[C@@H]2C(=O)C[C@]2(C)C(=O)CC[C@@H]12,54.37
197.4,370.51100000000025,3.786200000000002,1.0,4.0,2.0,C[C@]12CC[C@H](OS(=O)(=O)O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,80.67000000000002
132.9,109.14999999999998,-0.8332000000000002,2.0,2.0,2.0,NCCS(=O)O,63.32000000000001
125.5,109.14999999999998,-0.8332000000000002,2.0,2.0,2.0,NCCS(=O)O,63.32000000000001
194.7,444.44000000000017,0.6789700000000003,7.0,9.0,2.0,CN(C)[C@@H]1C(=O)C(C(=N)O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,182.60999999999999
191.3,444.44000000000017,0.6789700000000003,7.0,9.0,2.0,CN(C)[C@@H]1C(=O)C(C(=N)O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,182.60999999999999
207.1,444.44000000000017,0.6789700000000003,7.0,9.0,2.0,CN(C)[C@@H]1C(=O)C(C(=N)O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,182.60999999999999
200.2,444.44000000000017,0.6789700000000003,7.0,9.0,2.0,CN(C)[C@@H]1C(=O)C(C(=N)O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,182.60999999999999
196.2,444.44000000000017,0.6789700000000003,7.0,9.0,2.0,CN(C)[C@@H]1C(=O)C(C(=N)O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,182.60999999999999
209.4,444.44000000000017,0.6789700000000003,7.0,9.0,2.0,CN(C)[C@@H]1C(=O)C(C(=N)O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,182.60999999999999
139.7,180.22699999999998,0.2782999999999998,3.0,2.0,0.0,CC1[NH2+]CCc2cc(O)c(O)cc21,57.07000000000001
142.9,180.22699999999998,0.2782999999999998,3.0,2.0,0.0,CC1[NH2+]CCc2cc(O)c(O)cc21,57.07000000000001
246.1,582.6570000000004,3.900540000000002,5.0,4.0,11.0,C=CC1=C(C)C(/C=c2\[nH]/c(=C\c3[nH]c(/C=C4\N=C(O)C(C)=C4C=C)c(C)c3CCC(=O)O)c(CCC(=O)O)c2C)=NC1=O,168.2
244.1,582.6570000000004,3.900540000000002,5.0,4.0,11.0,C=CC1=C(C)C(/C=c2\[nH]/c(=C\c3[nH]c(/C=C4\N=C(O)C(C)=C4C=C)c(C)c3CCC(=O)O)c(CCC(=O)O)c2C)=NC1=O,168.2
246.8,582.6570000000004,3.900540000000002,5.0,4.0,11.0,C=CC1=C(C)C(/C=c2\[nH]/c(=C\c3[nH]c(/C=C4\N=C(O)C(C)=C4C=C)c(C)c3CCC(=O)O)c(CCC(=O)O)c2C)=NC1=O,168.2
241.7,562.6700000000004,7.504040000000007,4.0,4.0,8.0,C=CC1=C(C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5CCC(=O)O)C(CCC(=O)O)=C4C)c(C)c3C=C,131.96
149.5,214.29399999999998,0.3714999999999998,1.0,6.0,1.0,CSc1nnc(C(C)(C)C)c(=O)n1N,73.8
170.2,214.29399999999998,0.3714999999999998,1.0,6.0,1.0,CSc1nnc(C(C)(C)C)c(=O)n1N,73.8
247.4,267.719,3.8590000000000018,0.0,3.0,2.0,Clc1nnc(-c2ccccc2)c(-c2ccccc2)n1,38.67
149.8,215.68800000000002,0.6208999999999997,2.0,3.0,2.0,CCN=c1nc(Cl)[nH]c(=NC(C)C)[nH]1,69.19
160.2,241.364,1.6575999999999995,2.0,5.0,3.0,CCN=c1nc(NC(C)(C)C)[nH]c(SC)n1,65.96000000000001
139.3,162.23600000000002,1.8962,1.0,2.0,1.0,c1cncc(C2CCCCN2)c1,24.92
124.1,137.138,-1.1254000000000002,0.0,2.0,1.0,C[n+]1cccc(C(=O)[O-])c1,44.01
135.9,137.138,-1.1254000000000002,0.0,2.0,1.0,C[n+]1cccc(C(=O)[O-])c1,44.01
